id,uri,titulo,idLegislatura,data_captura
55598,https://dadosabertos.camara.leg.br/api/v2/frentes/55598,Frente Parlamentar em prol dos Jogos Eletrônicos e Games,57,2026-06-01 00:27:01
55575,https://dadosabertos.camara.leg.br/api/v2/frentes/55575,Frente Parlamentar Mista de Apoio ao Sistema Nacional de Fomento para o Financiamento do Desenvolvimento,57,2026-06-01 00:27:01
55589,https://dadosabertos.camara.leg.br/api/v2/frentes/55589,Frente Parlamentar sobre o Limite dos Juros e a Auditoria Integral da Dívida Pública com a Participação Popular,57,2026-06-01 00:27:01
55588,https://dadosabertos.camara.leg.br/api/v2/frentes/55588,Frente Parlamentar em Defesa da Soberania Nacional,57,2026-06-01 00:27:01
55573,https://dadosabertos.camara.leg.br/api/v2/frentes/55573,Frente Parlamentar em Defesa da Arte e Cultura Periférica,57,2026-06-01 00:27:01
55581,https://dadosabertos.camara.leg.br/api/v2/frentes/55581,Frente Parlamentar Mista pelo Fortalecimento das Relações Comerciais Brasil-Texas,57,2026-06-01 00:27:01
55584,https://dadosabertos.camara.leg.br/api/v2/frentes/55584,Frente Parlamentar Mista da Hotelaria Brasileira,57,2026-06-01 00:27:01
55576,https://dadosabertos.camara.leg.br/api/v2/frentes/55576,"Frente Parlamentar Mista em Defesa dos Institutos Federais de Educação, Ciência e Tecnologia",57,2026-06-01 00:27:01
55583,https://dadosabertos.camara.leg.br/api/v2/frentes/55583,Frente Parlamentar Mista dos Estados da Amazônia Legal,57,2026-06-01 00:27:01
55586,https://dadosabertos.camara.leg.br/api/v2/frentes/55586,Frente Parlamentar em Defesa dos Conselheiros Tutelares,57,2026-06-01 00:27:01
55580,https://dadosabertos.camara.leg.br/api/v2/frentes/55580,Frente Parlamentar Mista pelo Combate às Desigualdades,57,2026-06-01 00:27:01
54537,https://dadosabertos.camara.leg.br/api/v2/frentes/54537,Frente Parlamentar Mista de Combate às Drogas,57,2026-06-01 00:27:01
54566,https://dadosabertos.camara.leg.br/api/v2/frentes/54566,Frente Parlamentar Mista do Desenvolvimento Tecnológico e Cultural do Brasil e Coreia do Sul,57,2026-06-01 00:27:01
54558,https://dadosabertos.camara.leg.br/api/v2/frentes/54558,Frente Parlamentar Mista em Apoio aos Objetivos de Desenvolvimento Sustentável da ONU - ODS,57,2026-06-01 00:27:01
