id,uri,sigla,nome,apelido,codTipoOrgao,tipoOrgao,nomePublicacao,nomeResumido,idEventoContexto,data_captura
100950,https://dadosabertos.camara.leg.br/api/v2/orgaos/100950,EVENTOS,Eventos,Outros Eventos,12000,Órgão da Câmara dos Deputados,Câmara dos Deputados - Outros Eventos,,81720,2026-06-03 08:38:48
100950,https://dadosabertos.camara.leg.br/api/v2/orgaos/100950,EVENTOS,Eventos,Outros Eventos,12000,Órgão da Câmara dos Deputados,Câmara dos Deputados - Outros Eventos,,81721,2026-06-03 08:38:48
539360,https://dadosabertos.camara.leg.br/api/v2/orgaos/539360,PL808514,"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 8085, de 2014, do Senado Federal, que ""altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para instituir a obrigatoriedade da prática de direção veicular em vias públicas para fins de formação de condutores""",PL 8085/14 - Alteração no Código de Trânsito Brasileiro,3,Comissão Especial,Comissão Especial sobre Alteração no Código de Trânsito Brasileiro (PL 8085/14),Código de Trânsito Brasileiro,81762,2026-06-03 08:38:48
2014,https://dadosabertos.camara.leg.br/api/v2/orgaos/2014,CSAUDE,Comissão de Saúde,Saúde,2,Comissão Permanente,Comissão de Saúde,Saúde,81819,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,81888,2026-06-03 08:38:48
539845,https://dadosabertos.camara.leg.br/api/v2/orgaos/539845,PEC22119,"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 221, de 2019, do Senhor Reginaldo Lopes, que ""altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos"", e apensada",PEC 221/19 - Redução da Jornada de Trabalho,3,Comissão Especial,Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador (PEC 221/19),Fim da Escala 6x1,81898,2026-06-03 08:38:48
2011,https://dadosabertos.camara.leg.br/api/v2/orgaos/2011,CFFC,Comissão de Fiscalização Financeira e Controle,Fiscalização Financeira e Controle,2,Comissão Permanente,Comissão de Fiscalização Financeira e Controle,Fiscalização Financeira,81923,2026-06-03 08:38:48
2011,https://dadosabertos.camara.leg.br/api/v2/orgaos/2011,CFFC,Comissão de Fiscalização Financeira e Controle,Fiscalização Financeira e Controle,2,Comissão Permanente,Comissão de Fiscalização Financeira e Controle,Fiscalização Financeira,81925,2026-06-03 08:38:48
100950,https://dadosabertos.camara.leg.br/api/v2/orgaos/100950,EVENTOS,Eventos,Outros Eventos,12000,Órgão da Câmara dos Deputados,Câmara dos Deputados - Outros Eventos,,81934,2026-06-03 08:38:48
100950,https://dadosabertos.camara.leg.br/api/v2/orgaos/100950,EVENTOS,Eventos,Outros Eventos,12000,Órgão da Câmara dos Deputados,Câmara dos Deputados - Outros Eventos,,81935,2026-06-03 08:38:48
100950,https://dadosabertos.camara.leg.br/api/v2/orgaos/100950,EVENTOS,Eventos,Outros Eventos,12000,Órgão da Câmara dos Deputados,Câmara dos Deputados - Outros Eventos,,81940,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,81997,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,82001,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,82019,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,81491,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,81582,2026-06-03 08:38:48
111,https://dadosabertos.camara.leg.br/api/v2/orgaos/111,CN,CONGRESSO NACIONAL,CONGRESSO NACIONAL,81001,Órgão do Congresso Nacional,CN,Congresso Nacional,81693,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,81733,2026-06-03 08:38:48
2017,https://dadosabertos.camara.leg.br/api/v2/orgaos/2017,CINDRE,Comissão de Integração Nacional e Desenvolvimento Regional,Integração Nacional e Desenvolvimento Regional,2,Comissão Permanente,Comissão de Integração Nacional e Desenvolvimento Regional,Integração Nacional,81766,2026-06-03 08:38:48
539360,https://dadosabertos.camara.leg.br/api/v2/orgaos/539360,PL808514,"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 8085, de 2014, do Senado Federal, que ""altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para instituir a obrigatoriedade da prática de direção veicular em vias públicas para fins de formação de condutores""",PL 8085/14 - Alteração no Código de Trânsito Brasileiro,3,Comissão Especial,Comissão Especial sobre Alteração no Código de Trânsito Brasileiro (PL 8085/14),Código de Trânsito Brasileiro,81933,2026-06-03 08:38:48
100950,https://dadosabertos.camara.leg.br/api/v2/orgaos/100950,EVENTOS,Eventos,Outros Eventos,12000,Órgão da Câmara dos Deputados,Câmara dos Deputados - Outros Eventos,,82002,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,82020,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,82021,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,82022,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,82023,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,82024,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,82039,2026-06-03 08:38:48
2009,https://dadosabertos.camara.leg.br/api/v2/orgaos/2009,CE,Comissão de Educação,Educação,2,Comissão Permanente,Comissão de Educação,Educação,82046,2026-06-03 08:38:48
2009,https://dadosabertos.camara.leg.br/api/v2/orgaos/2009,CE,Comissão de Educação,Educação,2,Comissão Permanente,Comissão de Educação,Educação,82047,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,81492,2026-06-03 08:38:48
2010,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,CFT,Comissão de Finanças e Tributação,Finanças e Tributação,2,Comissão Permanente,Comissão de Finanças e Tributação,Finanças e Tributação,81824,2026-06-03 08:38:48
6174,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,CMADS,Comissão de Meio Ambiente e Desenvolvimento Sustentável,Meio Ambiente e Desenvolvimento Sustentável,2,Comissão Permanente,Comissão de Meio Ambiente e Desenvolvimento Sustentável,Meio Ambiente,81875,2026-06-03 08:38:48
2004,https://dadosabertos.camara.leg.br/api/v2/orgaos/2004,CDC,Comissão de Defesa do Consumidor,Defesa do Consumidor,2,Comissão Permanente,Comissão de Defesa do Consumidor,Consumidor,81919,2026-06-03 08:38:48
5503,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,CSPCCO,Comissão de Segurança Pública e Combate ao Crime Organizado,Segurança Pública e Combate ao Crime Organizado,2,Comissão Permanente,Comissão de Segurança Pública e Combate ao Crime Organizado,Segurança Pública,81945,2026-06-03 08:38:48
2014,https://dadosabertos.camara.leg.br/api/v2/orgaos/2014,CSAUDE,Comissão de Saúde,Saúde,2,Comissão Permanente,Comissão de Saúde,Saúde,81946,2026-06-03 08:38:48
537480,https://dadosabertos.camara.leg.br/api/v2/orgaos/537480,CPD,Comissão de Defesa dos Direitos das Pessoas com Deficiência,Defesa dos Direitos das Pessoas com Deficiência,2,Comissão Permanente,Comissão de Defesa dos Direitos das Pessoas com Deficiência,Pessoas com Deficiência,81953,2026-06-03 08:38:48
5503,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,CSPCCO,Comissão de Segurança Pública e Combate ao Crime Organizado,Segurança Pública e Combate ao Crime Organizado,2,Comissão Permanente,Comissão de Segurança Pública e Combate ao Crime Organizado,Segurança Pública,81956,2026-06-03 08:38:48
539384,https://dadosabertos.camara.leg.br/api/v2/orgaos/539384,CPOVOS,Comissão da Amazônia e dos Povos Originários e Tradicionais,Amazônia e dos Povos Originários e Tradicionais,2,Comissão Permanente,Comissão da Amazônia e dos Povos Originários e Tradicionais,Amazônia,81979,2026-06-03 08:38:48
2007,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,CDHMIR,"Comissão de Direitos Humanos, Minorias e Igualdade Racial","Direitos Humanos, Minorias e Igualdade Racial",2,Comissão Permanente,"Comissão de Direitos Humanos, Minorias e Igualdade Racial",Direitos Humanos,81981,2026-06-03 08:38:48
539822,https://dadosabertos.camara.leg.br/api/v2/orgaos/539822,PL308020,"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3080, de 2020, do Senhor Alexandre Frota, que ""Institui a política pública nacional para garantia, proteção e ampliação dos direitos das pessoas com Transtorno do Espectro Autismo, e dá outras providências"", e apensados",PL 3080/20 - Política Nacional para Pessoas com Autismo,3,Comissão Especial,Comissão Especial da Política Nacional para Pessoas com Autismo (PL 3080/20),Autismo,82006,2026-06-03 08:38:48
6066,https://dadosabertos.camara.leg.br/api/v2/orgaos/6066,CTUR,Comissão de Turismo,Turismo,2,Comissão Permanente,Comissão de Turismo,Turismo,82074,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,82080,2026-06-03 08:38:48
539056,https://dadosabertos.camara.leg.br/api/v2/orgaos/539056,TESTECOM,TESTE PARA GERAÇÃO DO ESPELHO DA COMISSÃO (COMISSÃO FICTÍCIA),TESTE COMISSÃO,3,Comissão Especial,COMISSÃO ESPECIAL - TESTE COMISSÃO,,82087,2026-06-03 08:38:48
2016,https://dadosabertos.camara.leg.br/api/v2/orgaos/2016,CVT,Comissão de Viação e Transportes,Viação e Transportes,2,Comissão Permanente,Comissão de Viação e Transportes,Viação e Transportes,81624,2026-06-03 08:38:48
539388,https://dadosabertos.camara.leg.br/api/v2/orgaos/539388,CASP,Comissão de Administração e Serviço Público,Administração e Serviço Público,2,Comissão Permanente,Comissão de Administração e Serviço Público,Serviço Público,81832,2026-06-03 08:38:48
539387,https://dadosabertos.camara.leg.br/api/v2/orgaos/539387,CPASF,"Comissão de Previdência, Assistência Social, Infância, Adolescência e Família","Previdência, Assis. Social, Infância, Adolescência e Família",2,Comissão Permanente,"Comissão de Previdência, Assistência Social, Infância, Adolescência e Família",Previdência e Assistência,81883,2026-06-03 08:38:48
539845,https://dadosabertos.camara.leg.br/api/v2/orgaos/539845,PEC22119,"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 221, de 2019, do Senhor Reginaldo Lopes, que ""altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos"", e apensada",PEC 221/19 - Redução da Jornada de Trabalho,3,Comissão Especial,Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador (PEC 221/19),Fim da Escala 6x1,81899,2026-06-03 08:38:48
2007,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,CDHMIR,"Comissão de Direitos Humanos, Minorias e Igualdade Racial","Direitos Humanos, Minorias e Igualdade Racial",2,Comissão Permanente,"Comissão de Direitos Humanos, Minorias e Igualdade Racial",Direitos Humanos,81921,2026-06-03 08:38:48
2008,https://dadosabertos.camara.leg.br/api/v2/orgaos/2008,CDE,Comissão de Desenvolvimento Econômico,Desenvolvimento Econômico,2,Comissão Permanente,Comissão de Desenvolvimento Econômico,Desenvolvimento Econômico,81928,2026-06-03 08:38:48
539386,https://dadosabertos.camara.leg.br/api/v2/orgaos/539386,CICS,"Comissão de Indústria, Comércio e Serviços","Indústria, Comércio e Serviços",2,Comissão Permanente,"Comissão de Indústria, Comércio e Serviços",Indústria e Comércio,81954,2026-06-03 08:38:48
2003,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,CCJC,Comissão de Constituição e Justiça e de Cidadania,Constituição e Justiça e de Cidadania,2,Comissão Permanente,Comissão de Constituição e Justiça e de Cidadania,Constituição e Justiça,81990,2026-06-03 08:38:48
2003,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,CCJC,Comissão de Constituição e Justiça e de Cidadania,Constituição e Justiça e de Cidadania,2,Comissão Permanente,Comissão de Constituição e Justiça e de Cidadania,Constituição e Justiça,81996,2026-06-03 08:38:48
2009,https://dadosabertos.camara.leg.br/api/v2/orgaos/2009,CE,Comissão de Educação,Educação,2,Comissão Permanente,Comissão de Educação,Educação,81998,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,82025,2026-06-03 08:38:48
2009,https://dadosabertos.camara.leg.br/api/v2/orgaos/2009,CE,Comissão de Educação,Educação,2,Comissão Permanente,Comissão de Educação,Educação,82048,2026-06-03 08:38:48
539849,https://dadosabertos.camara.leg.br/api/v2/orgaos/539849,CEXEXPLO,Comissão Externa de Prevenção e Enfrentamento da Violência Sexual Infantojuvenil.,Prevenção e Enfrentamento da Violência Sexual Infantojuvenil,5,Comissão Externa,Comissão Externa sobre Prevenção e Enfrentamento da Violência Sexual Infantojuvenil,Violência Sexual Infantojuvenil,82065,2026-06-03 08:38:48
539850,https://dadosabertos.camara.leg.br/api/v2/orgaos/539850,SUBTRAMZ,Subcomissão Especial destinada a discutir os impactos da exploração de minerais críticos e de terras raras nos territórios indígenas e de povos e comunidades tradicionais,CPOVOS - Subcomissão Especial Exploração Minerais Críticos,25,Subcomissão,Subcomissão Especial Exploração Minerais Críticos (CPOVOS/SUBTRAMZ),Amazônia,82076,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,81493,2026-06-03 08:38:48
2011,https://dadosabertos.camara.leg.br/api/v2/orgaos/2011,CFFC,Comissão de Fiscalização Financeira e Controle,Fiscalização Financeira e Controle,2,Comissão Permanente,Comissão de Fiscalização Financeira e Controle,Fiscalização Financeira,81874,2026-06-03 08:38:48
2008,https://dadosabertos.camara.leg.br/api/v2/orgaos/2008,CDE,Comissão de Desenvolvimento Econômico,Desenvolvimento Econômico,2,Comissão Permanente,Comissão de Desenvolvimento Econômico,Desenvolvimento Econômico,81929,2026-06-03 08:38:48
6174,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,CMADS,Comissão de Meio Ambiente e Desenvolvimento Sustentável,Meio Ambiente e Desenvolvimento Sustentável,2,Comissão Permanente,Comissão de Meio Ambiente e Desenvolvimento Sustentável,Meio Ambiente,81952,2026-06-03 08:38:48
2009,https://dadosabertos.camara.leg.br/api/v2/orgaos/2009,CE,Comissão de Educação,Educação,2,Comissão Permanente,Comissão de Educação,Educação,81955,2026-06-03 08:38:48
2010,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,CFT,Comissão de Finanças e Tributação,Finanças e Tributação,2,Comissão Permanente,Comissão de Finanças e Tributação,Finanças e Tributação,81958,2026-06-03 08:38:48
2001,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,CAPADR,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2,Comissão Permanente,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",Agropecuária,81968,2026-06-03 08:38:48
2012,https://dadosabertos.camara.leg.br/api/v2/orgaos/2012,CME,Comissão de Minas e Energia,Minas e Energia,2,Comissão Permanente,Comissão de Minas e Energia,Minas e Energia,81973,2026-06-03 08:38:48
2016,https://dadosabertos.camara.leg.br/api/v2/orgaos/2016,CVT,Comissão de Viação e Transportes,Viação e Transportes,2,Comissão Permanente,Comissão de Viação e Transportes,Viação e Transportes,81989,2026-06-03 08:38:48
539845,https://dadosabertos.camara.leg.br/api/v2/orgaos/539845,PEC22119,"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 221, de 2019, do Senhor Reginaldo Lopes, que ""altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos"", e apensada",PEC 221/19 - Redução da Jornada de Trabalho,3,Comissão Especial,Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador (PEC 221/19),Fim da Escala 6x1,82017,2026-06-03 08:38:48
2004,https://dadosabertos.camara.leg.br/api/v2/orgaos/2004,CDC,Comissão de Defesa do Consumidor,Defesa do Consumidor,2,Comissão Permanente,Comissão de Defesa do Consumidor,Consumidor,82055,2026-06-03 08:38:48
2018,https://dadosabertos.camara.leg.br/api/v2/orgaos/2018,CREDN,Comissão de Relações Exteriores e de Defesa Nacional,Relações Exteriores e de Defesa Nacional,2,Comissão Permanente,Comissão de Relações Exteriores e de Defesa Nacional,Relações Exteriores,82057,2026-06-03 08:38:48
2002,https://dadosabertos.camara.leg.br/api/v2/orgaos/2002,CCTI,"Comissão de Ciência, Tecnologia e Inovação","Ciência, Tecnologia e Inovação",2,Comissão Permanente,"Comissão de Ciência, Tecnologia e Inovação",Ciência e Tecnologia,82059,2026-06-03 08:38:48
2014,https://dadosabertos.camara.leg.br/api/v2/orgaos/2014,CSAUDE,Comissão de Saúde,Saúde,2,Comissão Permanente,Comissão de Saúde,Saúde,82060,2026-06-03 08:38:48
539849,https://dadosabertos.camara.leg.br/api/v2/orgaos/539849,CEXEXPLO,Comissão Externa de Prevenção e Enfrentamento da Violência Sexual Infantojuvenil.,Prevenção e Enfrentamento da Violência Sexual Infantojuvenil,5,Comissão Externa,Comissão Externa sobre Prevenção e Enfrentamento da Violência Sexual Infantojuvenil,Violência Sexual Infantojuvenil,82073,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,81091,2026-06-03 08:38:48
6066,https://dadosabertos.camara.leg.br/api/v2/orgaos/6066,CTUR,Comissão de Turismo,Turismo,2,Comissão Permanente,Comissão de Turismo,Turismo,81701,2026-06-03 08:38:48
537870,https://dadosabertos.camara.leg.br/api/v2/orgaos/537870,CMULHER,Comissão de Defesa dos Direitos da Mulher,Defesa dos Direitos da Mulher,2,Comissão Permanente,Comissão de Defesa dos Direitos da Mulher,Mulher,81853,2026-06-03 08:38:48
536996,https://dadosabertos.camara.leg.br/api/v2/orgaos/536996,CCULT,Comissão de Cultura,Cultura,2,Comissão Permanente,Comissão de Cultura,Cultura,81911,2026-06-03 08:38:48
2006,https://dadosabertos.camara.leg.br/api/v2/orgaos/2006,CDU,Comissão de Desenvolvimento Urbano,Desenvolvimento Urbano,2,Comissão Permanente,Comissão de Desenvolvimento Urbano,Desenvolvimento Urbano,81970,2026-06-03 08:38:48
536996,https://dadosabertos.camara.leg.br/api/v2/orgaos/536996,CCULT,Comissão de Cultura,Cultura,2,Comissão Permanente,Comissão de Cultura,Cultura,81984,2026-06-03 08:38:48
539385,https://dadosabertos.camara.leg.br/api/v2/orgaos/539385,CCOM,Comissão de Comunicação,Comunicação,2,Comissão Permanente,Comissão de Comunicação,Comunicação,81987,2026-06-03 08:38:48
539385,https://dadosabertos.camara.leg.br/api/v2/orgaos/539385,CCOM,Comissão de Comunicação,Comunicação,2,Comissão Permanente,Comissão de Comunicação,Comunicação,81988,2026-06-03 08:38:48
2003,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,CCJC,Comissão de Constituição e Justiça e de Cidadania,Constituição e Justiça e de Cidadania,2,Comissão Permanente,Comissão de Constituição e Justiça e de Cidadania,Constituição e Justiça,82014,2026-06-03 08:38:48
2006,https://dadosabertos.camara.leg.br/api/v2/orgaos/2006,CDU,Comissão de Desenvolvimento Urbano,Desenvolvimento Urbano,2,Comissão Permanente,Comissão de Desenvolvimento Urbano,Desenvolvimento Urbano,82034,2026-06-03 08:38:48
537236,https://dadosabertos.camara.leg.br/api/v2/orgaos/537236,CESPO,Comissão do Esporte,Esporte,2,Comissão Permanente,Comissão do Esporte,Esportes,82035,2026-06-03 08:38:48
539822,https://dadosabertos.camara.leg.br/api/v2/orgaos/539822,PL308020,"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3080, de 2020, do Senhor Alexandre Frota, que ""Institui a política pública nacional para garantia, proteção e ampliação dos direitos das pessoas com Transtorno do Espectro Autismo, e dá outras providências"", e apensados",PL 3080/20 - Política Nacional para Pessoas com Autismo,3,Comissão Especial,Comissão Especial da Política Nacional para Pessoas com Autismo (PL 3080/20),Autismo,82040,2026-06-03 08:38:48
2017,https://dadosabertos.camara.leg.br/api/v2/orgaos/2017,CINDRE,Comissão de Integração Nacional e Desenvolvimento Regional,Integração Nacional e Desenvolvimento Regional,2,Comissão Permanente,Comissão de Integração Nacional e Desenvolvimento Regional,Integração Nacional,82066,2026-06-03 08:38:48
537871,https://dadosabertos.camara.leg.br/api/v2/orgaos/537871,CIDOSO,Comissão de Defesa dos Direitos da Pessoa Idosa,Defesa dos Direitos da Pessoa Idosa,2,Comissão Permanente,Comissão de Defesa dos Direitos da Pessoa Idosa,Idosos,82075,2026-06-03 08:38:48
180,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,PLEN,Plenário,Plenário,26,Plenário Virtual,Plenário,Plenário,82096,2026-06-03 08:38:48
2009,https://dadosabertos.camara.leg.br/api/v2/orgaos/2009,CE,Comissão de Educação,Educação,2,Comissão Permanente,Comissão de Educação,Educação,81601,2026-06-03 08:38:48
537236,https://dadosabertos.camara.leg.br/api/v2/orgaos/537236,CESPO,Comissão do Esporte,Esporte,2,Comissão Permanente,Comissão do Esporte,Esportes,81889,2026-06-03 08:38:48
2015,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,CTRAB,Comissão de Trabalho,Trabalho,2,Comissão Permanente,Comissão de Trabalho,Trabalho,81914,2026-06-03 08:38:48
5438,https://dadosabertos.camara.leg.br/api/v2/orgaos/5438,CLP,Comissão de Legislação Participativa,Legislação Participativa,2,Comissão Permanente,Comissão de Legislação Participativa,Legislação Participativa,81924,2026-06-03 08:38:48
539844,https://dadosabertos.camara.leg.br/api/v2/orgaos/539844,PLP10821,"Comissão Especial destinada a proferir parecer ao Projeto de Lei Complementar nº 108, de 2021, do Senado Federal, que ""altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para permitir o enquadramento como Microempreendedor Individual (MEI) de pessoa com receita bruta anual igual ou inferior a R$ 130.000,00 (cento e trinta mil reais), bem como para permitir que o MEI contrate até 2 (dois) empregados""",PLP 108/21 - Novo Enquadramento Microempreendedor Individual,3,Comissão Especial,Comissão Especial sobre o Novo Enquadramento do Microempreendedor Individual (PLP 108/21),Novo Enquadramento MEI,81959,2026-06-03 08:38:48
2008,https://dadosabertos.camara.leg.br/api/v2/orgaos/2008,CDE,Comissão de Desenvolvimento Econômico,Desenvolvimento Econômico,2,Comissão Permanente,Comissão de Desenvolvimento Econômico,Desenvolvimento Econômico,81964,2026-06-03 08:38:48
539845,https://dadosabertos.camara.leg.br/api/v2/orgaos/539845,PEC22119,"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 221, de 2019, do Senhor Reginaldo Lopes, que ""altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos"", e apensada",PEC 221/19 - Redução da Jornada de Trabalho,3,Comissão Especial,Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador (PEC 221/19),Fim da Escala 6x1,81967,2026-06-03 08:38:48
2007,https://dadosabertos.camara.leg.br/api/v2/orgaos/2007,CDHMIR,"Comissão de Direitos Humanos, Minorias e Igualdade Racial","Direitos Humanos, Minorias e Igualdade Racial",2,Comissão Permanente,"Comissão de Direitos Humanos, Minorias e Igualdade Racial",Direitos Humanos,81983,2026-06-03 08:38:48
539387,https://dadosabertos.camara.leg.br/api/v2/orgaos/539387,CPASF,"Comissão de Previdência, Assistência Social, Infância, Adolescência e Família","Previdência, Assis. Social, Infância, Adolescência e Família",2,Comissão Permanente,"Comissão de Previdência, Assistência Social, Infância, Adolescência e Família",Previdência e Assistência,81992,2026-06-03 08:38:48
5438,https://dadosabertos.camara.leg.br/api/v2/orgaos/5438,CLP,Comissão de Legislação Participativa,Legislação Participativa,2,Comissão Permanente,Comissão de Legislação Participativa,Legislação Participativa,82004,2026-06-03 08:38:48
539411,https://dadosabertos.camara.leg.br/api/v2/orgaos/539411,CECANCER,"Comissão Especial destinada a acompanhar as ações de prevenção e combate ao câncer, ao acidente vascular cerebral (AVC) e às doenças do coração.","Prevenção e Combate ao Câncer, AVC e Doenças do Coração",3,Comissão Especial,"Comissão Especial sobre Prevenção e Combate ao Câncer, AVC e Doenças do Coração",Combate ao Câncer,82013,2026-06-03 08:38:48
537870,https://dadosabertos.camara.leg.br/api/v2/orgaos/537870,CMULHER,Comissão de Defesa dos Direitos da Mulher,Defesa dos Direitos da Mulher,2,Comissão Permanente,Comissão de Defesa dos Direitos da Mulher,Mulher,82018,2026-06-03 08:38:48
100950,https://dadosabertos.camara.leg.br/api/v2/orgaos/100950,EVENTOS,Eventos,Outros Eventos,12000,Órgão da Câmara dos Deputados,Câmara dos Deputados - Outros Eventos,,82030,2026-06-03 08:38:48
